imageName X Y Z Omega Phi Kappa
Elettra-Carroponte2024-4274_pt.jpg 93.515334 -23.886790 5.587823 -0.042542 -1.761972 -80.617522
Elettra-Carroponte2024-4275_pt.jpg 93.434908 -23.180753 5.585282 -0.107061 -1.765023 -79.778297
Elettra-Carroponte2024-4276_pt.jpg 93.343278 -22.469459 5.583264 -0.157840 -1.783140 -78.932963
Elettra-Carroponte2024-4277_pt.jpg 93.241140 -21.759140 5.583484 -0.131535 -1.795418 -78.067191
Elettra-Carroponte2024-4278_pt.jpg 93.127058 -21.052123 5.586537 0.056187 -1.753200 -77.190864
Elettra-Carroponte2024-4279_pt.jpg 93.008199 -20.352279 5.588417 0.171631 -1.740635 -76.350287
Elettra-Carroponte2024-4280_pt.jpg 92.873627 -19.657357 5.594043 0.343922 -1.747491 -75.536127
Elettra-Carroponte2024-4281_pt.jpg 92.728225 -18.965157 5.601218 0.394334 -1.781482 -74.689430
Elettra-Carroponte2024-4282_pt.jpg 92.575363 -18.275611 5.608638 0.606853 -1.747729 -73.868525
Elettra-Carroponte2024-4283_pt.jpg 92.408693 -17.591284 5.614205 0.612086 -1.822969 -73.045940
Elettra-Carroponte2024-4284_pt.jpg 92.233696 -16.901127 5.612098 0.554952 -1.874200 -72.225178
Elettra-Carroponte2024-4285_pt.jpg 92.044785 -16.213131 5.607407 0.379666 -1.938609 -71.354603
Elettra-Carroponte2024-4286_pt.jpg 91.852680 -15.533314 5.603796 0.338775 -1.935421 -70.510729
Elettra-Carroponte2024-4287_pt.jpg 91.651883 -14.858829 5.598940 0.204247 -2.015818 -69.701820
Elettra-Carroponte2024-4288_pt.jpg 91.438803 -14.173996 5.596954 0.179349 -2.010633 -68.873927
Elettra-Carroponte2024-4289_pt.jpg 91.215875 -13.491438 5.596443 0.273735 -1.927209 -68.024368
Elettra-Carroponte2024-4290_pt.jpg 90.987755 -12.815627 5.596423 0.156648 -1.997141 -67.212593
Elettra-Carroponte2024-4291_pt.jpg 90.749004 -12.148551 5.596135 0.356400 -1.927787 -66.425613
Elettra-Carroponte2024-4292_pt.jpg 90.503335 -11.493907 5.598693 0.554446 -1.876656 -65.604902
Elettra-Carroponte2024-4293_pt.jpg 90.249241 -10.836704 5.601201 0.578017 -1.821958 -64.817725
Elettra-Carroponte2024-4294_pt.jpg 89.987540 -10.186141 5.603371 0.610928 -1.789798 -64.024762
Elettra-Carroponte2024-4295_pt.jpg 89.712998 -9.537128 5.602340 0.653208 -1.815717 -63.242455
Elettra-Carroponte2024-4499_pt.jpg -3.868255 -40.625153 5.654925 -0.420358 1.701494 106.740046
Elettra-Carroponte2024-4500_pt.jpg -3.652689 -41.483129 5.646575 -0.408775 1.749840 107.882811
Elettra-Carroponte2024-4501_pt.jpg -3.427739 -42.341481 5.642096 -0.275304 1.709752 108.896439
Elettra-Carroponte2024-4502_pt.jpg -3.189991 -43.183367 5.638789 -0.171705 1.711022 109.927349
Elettra-Carroponte2024-4503_pt.jpg -2.931518 -44.018700 5.639337 -0.285138 1.682301 110.944925
Elettra-Carroponte2024-4504_pt.jpg -2.656543 -44.863347 5.639812 -0.138799 1.753919 112.040914
Elettra-Carroponte2024-4505_pt.jpg -2.366062 -45.698375 5.643822 -0.355965 1.730548 113.032427
Elettra-Carroponte2024-4506_pt.jpg -2.063280 -46.528085 5.648841 -0.591729 1.665823 114.065367
Elettra-Carroponte2024-4507_pt.jpg -1.743840 -47.349293 5.656010 -0.669671 1.679866 115.106530
Elettra-Carroponte2024-4508_pt.jpg -1.411001 -48.164943 5.664885 -0.728458 1.700980 116.158155
Elettra-Carroponte2024-4509_pt.jpg -1.057896 -48.976233 5.668030 -0.889697 1.664590 117.182073
Elettra-Carroponte2024-4510_pt.jpg -0.744997 -49.669225 5.665043 -0.967512 1.565489 118.109689
Elettra-Carroponte2024-4891_pt.jpg -1.712549 -41.059861 5.944451 -1.762317 -2.176880 -82.339290
Elettra-Carroponte2024-4892_pt.jpg -1.493830 -41.869581 5.939580 -1.507834 -2.182970 -81.305546
Elettra-Carroponte2024-4893_pt.jpg -1.234581 -42.758015 5.936373 -1.436727 -2.211950 -80.148831
Elettra-Carroponte2024-4894_pt.jpg -0.953256 -43.652054 5.935239 -1.300018 -2.188265 -79.011913
Elettra-Carroponte2024-4895_pt.jpg -0.649435 -44.561510 5.937608 -1.200586 -2.179466 -77.825019
Elettra-Carroponte2024-4896_pt.jpg -0.320967 -45.475515 5.942410 -1.394155 -2.258620 -76.640363
Elettra-Carroponte2024-4897_pt.jpg 0.023679 -46.383880 5.948886 -1.441498 -2.314461 -75.446783
Elettra-Carroponte2024-4898_pt.jpg 0.387922 -47.284860 5.959517 -1.617089 -2.382971 -74.268412
Elettra-Carroponte2024-4899_pt.jpg 0.783810 -48.208263 5.965751 -1.576962 -2.393178 -73.049414
Elettra-Carroponte2024-4900_pt.jpg 1.198493 -49.124512 5.959508 -1.394805 -2.385234 -71.840897
Elettra-Carroponte2024-4901_pt.jpg 1.633090 -50.019776 5.953376 -1.265784 -2.362990 -70.636081
Elettra-Carroponte2024-4902_pt.jpg 2.080579 -50.913680 5.953936 -1.087334 -2.370538 -69.449096
Elettra-Carroponte2024-4903_pt.jpg 2.554717 -51.804097 5.956027 -0.995489 -2.344421 -68.284895
Elettra-Carroponte2024-4904_pt.jpg 3.047663 -52.684554 5.960334 -1.062858 -2.427222 -67.076522
Elettra-Carroponte2024-4905_pt.jpg 3.556729 -53.554861 5.967673 -1.126084 -2.452050 -65.892413
Elettra-Carroponte2024-4906_pt.jpg 4.093811 -54.432999 5.980790 -1.203783 -2.551567 -64.675456
Elettra-Carroponte2024-4914_pt.jpg 9.138568 -61.098318 5.990885 -0.519215 -2.630429 -54.614056
Elettra-Carroponte2024-4915_pt.jpg 9.863405 -61.876618 5.996440 -0.548696 -2.689140 -53.324861
Elettra-Carroponte2024-4916_pt.jpg 10.607713 -62.640535 5.991985 -0.473492 -2.652929 -52.032080
Elettra-Carroponte2024-4917_pt.jpg 11.369380 -63.392837 5.987731 -0.297292 -2.605667 -50.768699
Elettra-Carroponte2024-4918_pt.jpg 12.143629 -64.122003 5.985964 -0.169000 -2.579483 -49.480533
Elettra-Carroponte2024-4919_pt.jpg 12.936663 -64.837399 5.986724 -0.083517 -2.635431 -48.139647
Elettra-Carroponte2024-4920_pt.jpg 13.746451 -65.539991 5.993823 -0.098192 -2.634421 -46.885422
Elettra-Carroponte2024-4921_pt.jpg 14.585931 -66.225209 6.003637 -0.169933 -2.711392 -45.629478
Elettra-Carroponte2024-4922_pt.jpg 15.424957 -66.882750 6.012822 -0.234488 -2.744274 -44.382943
Elettra-Carroponte2024-4923_pt.jpg 16.281099 -67.522625 6.017341 -0.180861 -2.756500 -43.112116
Elettra-Carroponte2024-4924_pt.jpg 17.158040 -68.144408 6.013289 -0.034042 -2.552262 -41.823182
Elettra-Carroponte2024-4940_pt.jpg 31.433176 -75.187258 5.290686 3.848781 -14.396820 -26.016079
Elettra-Carroponte2024-4941_pt.jpg 33.467672 -75.559328 5.937810 1.966727 -2.495491 -19.599473
Elettra-Carroponte2024-4942_pt.jpg 34.511063 -75.786775 5.936910 2.080298 -2.514073 -18.282813
Elettra-Carroponte2024-4943_pt.jpg 35.531950 -75.977833 5.937673 1.990699 -2.726235 -17.042159
Elettra-Carroponte2024-4944_pt.jpg 36.553518 -76.152151 5.953301 1.942943 -3.045564 -15.889435
Elettra-Carroponte2024-4945_pt.jpg 37.603370 -76.313853 5.973593 1.943730 -2.954304 -14.799282
Elettra-Carroponte2024-4946_pt.jpg 38.743662 -76.385372 5.990123 1.451525 -2.552730 -13.525558
Elettra-Carroponte2024-4947_pt.jpg 39.815023 -76.480664 5.985937 1.413695 -2.292771 -12.256715
Elettra-Carroponte2024-4948_pt.jpg 40.875174 -76.571775 5.974061 1.495959 -2.128440 -10.990439
Elettra-Carroponte2024-4949_pt.jpg 41.932656 -76.636589 5.970039 1.566348 -1.931582 -9.702184
Elettra-Carroponte2024-4950_pt.jpg 43.000083 -76.674184 5.965871 1.571597 -1.822786 -8.374634
Elettra-Carroponte2024-4951_pt.jpg 44.063812 -76.688068 5.966732 1.578211 -1.921114 -7.035153
Elettra-Carroponte2024-4952_pt.jpg 45.126666 -76.676604 5.972060 1.592864 -2.084042 -5.687674
Elettra-Carroponte2024-4953_pt.jpg 46.188621 -76.643379 5.978605 1.604622 -2.146620 -4.380598
Elettra-Carroponte2024-4954_pt.jpg 47.251427 -76.585452 5.983001 1.682094 -2.120048 -3.033990
Elettra-Carroponte2024-4955_pt.jpg 48.307965 -76.505982 5.976155 1.594305 -1.773783 -1.839010
Elettra-Carroponte2024-4956_pt.jpg 49.364542 -76.400801 5.968860 1.761508 -1.758696 -0.493506
Elettra-Carroponte2024-4957_pt.jpg 50.418494 -76.269251 5.964227 1.764239 -1.585050 0.780899
Elettra-Carroponte2024-4958_pt.jpg 51.481825 -76.117857 5.964736 1.886313 -1.643141 2.106047
Elettra-Carroponte2024-4959_pt.jpg 52.529088 -75.939450 5.967656 1.832374 -1.593549 3.383454
Elettra-Carroponte2024-4960_pt.jpg 53.567714 -75.743498 5.972982 1.919533 -1.711687 4.669227
Elettra-Carroponte2024-4961_pt.jpg 54.596107 -75.527896 5.978848 2.021815 -1.856723 5.969919
Elettra-Carroponte2024-4962_pt.jpg 55.610729 -75.287949 5.976401 2.036077 -1.880930 7.205215
Elettra-Carroponte2024-4963_pt.jpg 56.632616 -75.029551 5.970000 2.016509 -1.621736 8.399566
Elettra-Carroponte2024-4964_pt.jpg 57.649113 -74.742393 5.961121 2.004250 -1.312087 9.642298
Elettra-Carroponte2024-4965_pt.jpg 58.666367 -74.427159 5.953389 2.076214 -1.220519 10.977690
Elettra-Carroponte2024-4966_pt.jpg 59.692917 -74.087813 5.950882 2.099596 -1.121816 12.251619
Elettra-Carroponte2024-4967_pt.jpg 60.722942 -73.718109 5.953915 2.197851 -1.295529 13.583111
Elettra-Carroponte2024-4968_pt.jpg 61.742333 -73.325059 5.958737 2.237557 -1.307249 14.918510
Elettra-Carroponte2024-4969_pt.jpg 62.749687 -72.906623 5.966820 2.229117 -1.343094 16.217964
Elettra-Carroponte2024-4970_pt.jpg 63.753382 -72.465083 5.964770 2.286181 -1.290754 17.535131
Elettra-Carroponte2024-4971_pt.jpg 64.751851 -71.994416 5.952623 2.233075 -0.973958 18.861783
Elettra-Carroponte2024-4972_pt.jpg 65.734614 -71.508481 5.943997 2.196048 -0.872633 20.117178
Elettra-Carroponte2024-4973_pt.jpg 66.712681 -70.994985 5.940973 2.132167 -0.765393 21.419227
Elettra-Carroponte2024-4974_pt.jpg 67.681608 -70.456425 5.942655 2.201512 -0.873600 22.718402
Elettra-Carroponte2024-4975_pt.jpg 68.647081 -69.897556 5.949487 2.316522 -0.942026 24.071812
Elettra-Carroponte2024-4976_pt.jpg 69.617570 -69.308876 5.955901 2.440794 -0.986841 25.422237
Elettra-Carroponte2024-4977_pt.jpg 70.568034 -68.697798 5.958703 2.506355 -0.968826 26.777185
Elettra-Carroponte2024-4978_pt.jpg 71.506940 -68.056946 5.951786 2.434353 -0.791544 28.137242
Elettra-Carroponte2024-4979_pt.jpg 72.426264 -67.394438 5.944265 2.402956 -0.609982 29.545898
Elettra-Carroponte2024-4980_pt.jpg 73.326145 -66.707642 5.938022 2.385347 -0.526633 30.940859
Elettra-Carroponte2024-4981_pt.jpg 74.216168 -66.003349 5.938669 2.346722 -0.395109 32.332414
Elettra-Carroponte2024-4982_pt.jpg 75.084373 -65.283765 5.942323 2.525754 -0.554872 33.686354
Elettra-Carroponte2024-4983_pt.jpg 75.934444 -64.541174 5.947739 2.475441 -0.484839 35.022128
Elettra-Carroponte2024-4984_pt.jpg 76.764036 -63.782721 5.955642 2.481967 -0.538795 36.330868
Elettra-Carroponte2024-4985_pt.jpg 77.576402 -62.999836 5.948572 2.523092 -0.392738 37.780840
Elettra-Carroponte2024-4986_pt.jpg 78.372489 -62.191934 5.939489 2.462608 -0.280901 39.151775
Elettra-Carroponte2024-4987_pt.jpg 79.146132 -61.370999 5.930786 2.312752 -0.037191 40.540027
Elettra-Carroponte2024-4988_pt.jpg 79.908717 -60.519966 5.930444 2.376644 -0.040814 41.955086
Elettra-Carroponte2024-4989_pt.jpg 80.644183 -59.658103 5.931488 2.471421 -0.067821 43.342663
Elettra-Carroponte2024-4990_pt.jpg 81.360726 -58.782858 5.936379 2.706378 -0.196584 44.755921
Elettra-Carroponte2024-4991_pt.jpg 82.051045 -57.899268 5.940619 2.598227 -0.111597 46.040183
Elettra-Carroponte2024-4992_pt.jpg 82.719051 -57.001593 5.941394 2.652938 -0.112838 47.330404
Elettra-Carroponte2024-4993_pt.jpg 83.364431 -56.087667 5.931625 2.515948 0.098684 48.679300
Elettra-Carroponte2024-4994_pt.jpg 83.990571 -55.158606 5.924649 2.469007 0.208200 49.971322
Elettra-Carroponte2024-4995_pt.jpg 84.593312 -54.208410 5.922402 2.338173 0.355750 51.343925
Elettra-Carroponte2024-4996_pt.jpg 85.177768 -53.240205 5.923793 2.492818 0.270222 52.689210
Elettra-Carroponte2024-4997_pt.jpg 85.739512 -52.264690 5.928399 2.531792 0.315165 54.062634
Elettra-Carroponte2024-5001_pt.jpg 87.788504 -48.178744 5.909657 2.463975 0.792456 59.476110
Elettra-Carroponte2024-5002_pt.jpg 88.266355 -47.048502 5.900008 2.416132 0.930541 60.932656
Elettra-Carroponte2024-5003_pt.jpg 88.709456 -45.925217 5.899677 2.357000 0.913971 62.366126
Elettra-Carroponte2024-5004_pt.jpg 89.118593 -44.789235 5.902042 2.394812 1.057306 63.964116
Elettra-Carroponte2024-5005_pt.jpg 89.501218 -43.651373 5.906413 2.516016 1.086694 65.453535
Elettra-Carroponte2024-5008_pt.jpg 90.432355 -40.279666 5.892724 2.304964 1.258517 69.617033
Elettra-Carroponte2024-5009_pt.jpg 90.685613 -39.146399 5.886560 2.140774 1.298545 70.986800
Elettra-Carroponte2024-5010_pt.jpg 90.915925 -38.004232 5.885600 2.028781 1.368235 72.455322
Elettra-Carroponte2024-5011_pt.jpg 91.123008 -36.869483 5.888059 2.255226 1.378581 73.793188
Elettra-Carroponte2024-5012_pt.jpg 91.301095 -35.729476 5.891610 2.402510 1.366941 75.133955
Elettra-Carroponte2024-5013_pt.jpg 91.456176 -34.580453 5.894761 2.357392 1.474622 76.502915
Elettra-Carroponte2024-5014_pt.jpg 91.576856 -33.432036 5.887847 2.157476 1.530263 77.858464
Elettra-Carroponte2024-5015_pt.jpg 91.674814 -32.278190 5.877598 1.994563 1.650701 79.218215
Elettra-Carroponte2024-5016_pt.jpg 91.734909 -31.128244 5.871511 1.923698 1.666726 80.602400
Elettra-Carroponte2024-5017_pt.jpg 91.772619 -29.970761 5.870418 1.879886 1.676231 82.020835
Elettra-Carroponte2024-5018_pt.jpg 91.780347 -28.820522 5.871357 1.997917 1.705713 83.379379
Elettra-Carroponte2024-5019_pt.jpg 91.763784 -27.673585 5.877257 2.128644 1.725662 84.743914
Elettra-Carroponte2024-5020_pt.jpg 91.716598 -26.523389 5.884871 2.072833 1.732911 86.135116
Elettra-Carroponte2024-5021_pt.jpg 91.642546 -25.372401 5.883446 2.061624 1.891776 87.565303
Elettra-Carroponte2024-5022_pt.jpg 91.543338 -24.242067 5.875323 1.841225 1.889780 88.924921
Elettra-Carroponte2024-5023_pt.jpg 91.411029 -23.119249 5.870501 1.629780 1.903310 90.283593
Elettra-Carroponte2024-5024_pt.jpg 91.253868 -21.998191 5.870457 1.676869 1.932983 91.690576
Elettra-Carroponte2024-5025_pt.jpg 91.065798 -20.877773 5.874426 1.663495 2.003359 93.155315
Elettra-Carroponte2024-5026_pt.jpg 90.853309 -19.770829 5.882011 1.840113 1.976849 94.481300
Elettra-Carroponte2024-5027_pt.jpg 90.610421 -18.668211 5.893142 1.904025 1.998707 95.905147
Elettra-Carroponte2024-5028_pt.jpg 90.341538 -17.573058 5.899249 1.871471 2.000022 97.296689
Elettra-Carroponte2024-5029_pt.jpg 90.049259 -16.478248 5.894723 1.671386 2.000624 98.680474
Elettra-Carroponte2024-5030_pt.jpg 89.734414 -15.394449 5.888376 1.422424 2.026743 100.094013
Elettra-Carroponte2024-5031_pt.jpg 89.390132 -14.313293 5.886848 1.284551 2.034049 101.434636
Elettra-Carroponte2024-5032_pt.jpg 89.026379 -13.241299 5.885560 1.215140 2.112261 102.791381
Elettra-Carroponte2024-5033_pt.jpg 88.728009 -12.277653 5.934203 2.969172 3.857766 104.105414
Elettra-Carroponte2024-5191_pt.jpg -1.824036 -40.565502 5.944773 -1.812599 -2.287233 -82.751346
Elettra-Carroponte2024-5968_pt.jpg 3.303381 -40.510837 5.632286 -0.559287 -1.133863 -77.548231
Elettra-Carroponte2024-5969_pt.jpg 3.511050 -41.232621 5.627611 -0.363804 -1.155604 -76.484810
Elettra-Carroponte2024-5970_pt.jpg 3.733461 -41.948163 5.625948 -0.437851 -1.189988 -75.445153
Elettra-Carroponte2024-5971_pt.jpg 3.969625 -42.678477 5.626189 -0.334625 -1.155753 -74.411423
Elettra-Carroponte2024-5972_pt.jpg 4.227955 -43.420498 5.628866 -0.475426 -1.231048 -73.320440
Elettra-Carroponte2024-5973_pt.jpg 4.500052 -44.167061 5.632729 -0.342275 -1.252890 -72.177041
Elettra-Carroponte2024-5974_pt.jpg 4.782767 -44.887248 5.638706 -0.493553 -1.331264 -71.067749
Elettra-Carroponte2024-5975_pt.jpg 5.077714 -45.615539 5.649496 -0.516560 -1.353921 -70.100029
Elettra-Carroponte2024-5976_pt.jpg 5.389992 -46.339818 5.654877 -0.547257 -1.429349 -68.979605
Elettra-Carroponte2024-5977_pt.jpg 5.718009 -47.061048 5.653002 -0.389469 -1.388976 -67.966997
Elettra-Carroponte2024-5978_pt.jpg 6.052820 -47.778928 5.652367 -0.256742 -1.400104 -66.968061
Elettra-Carroponte2024-5979_pt.jpg 6.399346 -48.482705 5.649512 -0.079699 -1.465449 -65.924576
Elettra-Carroponte2024-5980_pt.jpg 6.758999 -49.179875 5.649005 0.093764 -1.396502 -64.963394
Elettra-Carroponte2024-5981_pt.jpg 7.137208 -49.883859 5.651040 0.111487 -1.470670 -63.917534
Elettra-Carroponte2024-5982_pt.jpg 7.524437 -50.580829 5.654201 0.229998 -1.447446 -62.906774
Elettra-Carroponte2024-5983_pt.jpg 7.925814 -51.261681 5.655302 0.200861 -1.513319 -61.806032
Elettra-Carroponte2024-5984_pt.jpg 8.336735 -51.930301 5.659086 -0.015398 -1.551886 -60.837989
Elettra-Carroponte2024-5985_pt.jpg 8.759620 -52.592621 5.660824 0.033195 -1.494031 -59.836340
Elettra-Carroponte2024-5986_pt.jpg 9.192394 -53.237942 5.656192 -0.345139 -1.566684 -58.956697
Elettra-Carroponte2024-5987_pt.jpg 9.636294 -53.881826 5.649549 0.113028 -1.574195 -57.672299
Elettra-Carroponte2024-5988_pt.jpg 10.091566 -54.515720 5.644084 0.256661 -1.442790 -56.698996
Elettra-Carroponte2024-5989_pt.jpg 10.554053 -55.139755 5.640812 0.351928 -1.430826 -55.633349
Elettra-Carroponte2024-5990_pt.jpg 11.036396 -55.763035 5.639167 0.339466 -1.465203 -54.549682
Elettra-Carroponte2024-5991_pt.jpg 11.524068 -56.373615 5.641006 0.331355 -1.456919 -53.545925
Elettra-Carroponte2024-5992_pt.jpg 12.025301 -56.976145 5.645093 0.149002 -1.618082 -52.484591
Elettra-Carroponte2024-5993_pt.jpg 12.538472 -57.570160 5.651558 0.023492 -1.581590 -51.558371
Elettra-Carroponte2024-6068_pt.jpg 68.327758 -64.160103 5.630642 1.014873 -0.095255 31.352577
Elettra-Carroponte2024-6069_pt.jpg 69.016456 -63.678770 5.625789 1.004140 -0.247036 32.439386
Elettra-Carroponte2024-6071_pt.jpg 70.365129 -62.670166 5.620324 0.980124 0.180931 34.973321
Elettra-Carroponte2024-6072_pt.jpg 71.024913 -62.148033 5.617110 0.856700 0.429155 36.192860
Elettra-Carroponte2024-6073_pt.jpg 71.692164 -61.599283 5.620450 1.092779 0.121567 37.307220
Elettra-Carroponte2024-6074_pt.jpg 72.350248 -61.031520 5.623009 1.062097 0.035010 38.415583
Elettra-Carroponte2024-6075_pt.jpg 72.976752 -60.468948 5.627625 1.298969 -0.149994 39.636069
Elettra-Carroponte2024-6076_pt.jpg 73.576571 -59.909512 5.630718 1.619678 -0.411373 40.777268
Elettra-Carroponte2024-6077_pt.jpg 74.166506 -59.340043 5.626527 1.059280 -0.035205 41.731828
Elettra-Carroponte2024-6078_pt.jpg 74.734984 -58.765701 5.621742 1.100049 0.101885 42.936561
Elettra-Carroponte2024-6079_pt.jpg 75.297718 -58.174174 5.617239 0.970920 0.329483 44.067918
Elettra-Carroponte2024-6080_pt.jpg 75.850784 -57.571260 5.613041 1.002515 0.347137 45.204791
Elettra-Carroponte2024-6081_pt.jpg 76.390431 -56.955509 5.612384 0.985453 0.398202 46.379332
Elettra-Carroponte2024-6082_pt.jpg 76.915223 -56.334691 5.614220 1.121886 0.351463 47.552558
Elettra-Carroponte2024-6083_pt.jpg 77.427209 -55.705802 5.616239 1.136762 0.319442 48.635201
Elettra-Carroponte2024-6084_pt.jpg 77.926658 -55.064246 5.618276 1.147215 0.258274 49.701720
Elettra-Carroponte2024-6085_pt.jpg 78.413765 -54.430672 5.623037 1.291921 0.227922 50.774852
Elettra-Carroponte2024-6086_pt.jpg 78.873953 -53.803743 5.623187 1.296715 0.229948 51.749272
Elettra-Carroponte2024-6087_pt.jpg 79.322679 -53.165966 5.618501 1.237366 0.427530 52.834651
Elettra-Carroponte2024-6088_pt.jpg 79.754648 -52.520695 5.616969 1.215563 0.437383 53.851225
Elettra-Carroponte2024-6089_pt.jpg 80.177385 -51.866460 5.615093 1.106472 0.519858 54.883161
Elettra-Carroponte2024-6090_pt.jpg 80.590358 -51.202134 5.614671 1.065214 0.559953 55.945146
Elettra-Carroponte2024-6091_pt.jpg 80.991869 -50.523175 5.616755 1.142355 0.479016 56.959981
Elettra-Carroponte2024-6092_pt.jpg 81.381556 -49.845011 5.620379 1.191808 0.537464 58.059039
Elettra-Carroponte2024-6093_pt.jpg 81.751226 -49.161889 5.627308 1.435244 0.397796 59.096833
Elettra-Carroponte2024-6094_pt.jpg 82.112569 -48.468547 5.633996 1.463349 0.328719 60.116539
Elettra-Carroponte2024-6095_pt.jpg 82.465662 -47.761668 5.636556 1.325096 0.482207 61.236841
Elettra-Carroponte2024-6096_pt.jpg 82.803109 -47.047527 5.632878 1.324935 0.539456 62.311765
Elettra-Carroponte2024-6106_pt.jpg 85.467513 -39.591959 5.605872 0.632121 1.086664 72.865751
Elettra-Carroponte2024-6107_pt.jpg 85.650028 -38.837376 5.592440 0.710635 0.997021 73.854676
Elettra-Carroponte2024-6108_pt.jpg 85.638047 -38.138562 5.480145 0.736757 -0.748743 75.383835
Elettra-Carroponte2024-6109_pt.jpg 85.966851 -37.304149 5.574689 0.641675 0.887929 75.988857
Elettra-Carroponte2024-6110_pt.jpg 86.108917 -36.535042 5.572842 0.771736 0.808756 76.973159
Elettra-Carroponte2024-6111_pt.jpg 86.243411 -35.768109 5.574818 0.822694 0.866483 78.065818
Elettra-Carroponte2024-6112_pt.jpg 86.362668 -34.997636 5.577345 0.845987 0.869190 79.053665
Elettra-Carroponte2024-6113_pt.jpg 86.465511 -34.220256 5.580949 0.897068 0.816337 80.066034
Elettra-Carroponte2024-6114_pt.jpg 86.560817 -33.447903 5.580815 0.977753 0.987677 81.199627
Elettra-Carroponte2024-6115_pt.jpg 86.635829 -32.669327 5.577113 0.859471 1.005632 82.184842
Elettra-Carroponte2024-6116_pt.jpg 86.697977 -31.884964 5.572427 0.781540 0.951209 83.154256
Elettra-Carroponte2024-6117_pt.jpg 86.741093 -31.104293 5.569642 0.773852 0.973578 84.225773
Elettra-Carroponte2024-6118_pt.jpg 86.771583 -30.321141 5.568315 0.559005 0.973236 85.305967
Elettra-Carroponte2024-6119_pt.jpg 86.788862 -29.534076 5.566665 0.497321 1.026185 86.414056
Elettra-Carroponte2024-6120_pt.jpg 86.792946 -28.756971 5.566712 0.705348 1.004605 87.427378
Elettra-Carroponte2024-6121_pt.jpg 86.783306 -27.979077 5.570226 0.640466 0.992387 88.461123
Elettra-Carroponte2024-6122_pt.jpg 86.759160 -27.206600 5.573484 0.804429 0.952397 89.447061
Elettra-Carroponte2024-6123_pt.jpg 86.721063 -26.423242 5.576857 0.771922 0.989960 90.563130
Elettra-Carroponte2024-6124_pt.jpg 86.667751 -25.650530 5.576336 1.098427 1.042344 91.592618
Elettra-Carroponte2024-6125_pt.jpg 86.593735 -24.869948 5.570833 0.658547 0.990499 92.671850
Elettra-Carroponte2024-6126_pt.jpg 86.510300 -24.092668 5.567353 0.520627 0.977601 93.720047
Elettra-Carroponte2024-6127_pt.jpg 86.399764 -23.297261 5.565765 0.604375 1.009465 94.885687
Elettra-Carroponte2024-6128_pt.jpg 86.284537 -22.488362 5.565415 0.487391 1.031738 96.035635
Elettra-Carroponte2024-6129_pt.jpg 86.144665 -21.684404 5.568458 0.488309 0.995348 97.152592
Elettra-Carroponte2024-6130_pt.jpg 85.991814 -20.884631 5.573166 0.643613 1.001886 98.279246
Elettra-Carroponte2024-6131_pt.jpg 85.821132 -20.087367 5.578994 0.872247 0.947710 99.320541
Elettra-Carroponte2024-6132_pt.jpg 85.639975 -19.297817 5.585257 0.936393 0.939850 100.376679
Elettra-Carroponte2024-6133_pt.jpg 85.440384 -18.512984 5.585480 0.744486 1.002256 101.636543
Elettra-Carroponte2024-6134_pt.jpg 85.223202 -17.729722 5.582934 0.660510 0.974869 102.783463
Elettra-Carroponte2024-6135_pt.jpg 84.998672 -16.951917 5.579540 0.539127 0.985274 103.870744
Elettra-Carroponte2024-6136_pt.jpg 84.755011 -16.182517 5.576536 0.314907 0.942541 104.994180
Elettra-Carroponte2024-6137_pt.jpg 84.495902 -15.404339 5.577715 0.331822 0.977785 106.120536
Elettra-Carroponte2024-6138_pt.jpg 84.223628 -14.636127 5.578981 0.503130 1.031260 107.226682
Elettra-Carroponte2024-6139_pt.jpg 83.938587 -13.877769 5.580693 0.423014 1.006580 108.333694
Elettra-Carroponte2024-6140_pt.jpg 83.637326 -13.116709 5.585244 0.489352 1.033984 109.362443
Elettra-Carroponte2024-6141_pt.jpg 83.326039 -12.379018 5.588287 0.552820 1.118448 110.512460
Elettra-Carroponte2024-6142_pt.jpg 82.991638 -11.634843 5.587352 0.422057 0.988988 111.532758
Elettra-Carroponte2024-6143_pt.jpg 82.654467 -10.899597 5.581643 0.327731 1.027970 112.628775
Elettra-Carroponte2024-6144_pt.jpg 82.301454 -10.172564 5.579915 0.223139 0.990299 113.650036
Elettra-Carroponte2024-6145_pt.jpg 81.933452 -9.451158 5.575712 0.103223 0.977029 114.709395
Elettra-Carroponte2024-6146_pt.jpg 81.545873 -8.727198 5.575290 0.126727 0.996759 115.808195
Elettra-Carroponte2024-6147_pt.jpg 81.153860 -8.025458 5.575150 0.125818 1.134494 116.985913
Elettra-Carroponte2024-6148_pt.jpg 80.747581 -7.318760 5.579076 0.253645 1.097507 117.928629
Elettra-Carroponte2024-6149_pt.jpg 80.320719 -6.618838 5.583531 0.234892 1.078341 118.994178
Elettra-Carroponte2024-6150_pt.jpg 79.880920 -5.930629 5.587560 0.315402 1.136401 120.095636
Elettra-Carroponte2024-6151_pt.jpg 79.427593 -5.246897 5.585707 0.254559 1.093143 121.202008
Elettra-Carroponte2024-6152_pt.jpg 78.959010 -4.570183 5.576392 0.028608 1.059371 122.367165
Elettra-Carroponte2024-6153_pt.jpg 78.485662 -3.912250 5.566355 0.038158 1.027172 123.399237
