imageName X Y Z Omega Phi Kappa
Elettra-Carroponte2024-4041_pt.jpg 6.256655 -60.845996 5.674583 -1.198863 1.527312 132.225485
Elettra-Carroponte2024-4042_pt.jpg 6.547677 -61.193681 5.677049 -1.253745 1.502736 132.722938
Elettra-Carroponte2024-4043_pt.jpg 6.843127 -61.538196 5.679794 -1.347094 1.399174 133.251249
Elettra-Carroponte2024-4044_pt.jpg 7.157854 -61.902121 5.684359 -1.364999 1.393351 133.796437
Elettra-Carroponte2024-4045_pt.jpg 7.488849 -62.275522 5.689054 -1.409697 1.374474 134.371009
Elettra-Carroponte2024-4046_pt.jpg 7.838092 -62.662887 5.693399 -1.450879 1.319058 134.960098
Elettra-Carroponte2024-4047_pt.jpg 8.188863 -63.042011 5.697802 -1.615324 1.174745 135.547469
Elettra-Carroponte2024-4048_pt.jpg 8.549449 -63.423043 5.696042 -1.476361 1.313353 136.136211
Elettra-Carroponte2024-4049_pt.jpg 8.914028 -63.799245 5.693785 -1.470957 1.340814 136.718802
Elettra-Carroponte2024-4050_pt.jpg 9.279324 -64.168647 5.692507 -1.390746 1.344459 137.361910
Elettra-Carroponte2024-4051_pt.jpg 9.647974 -64.533703 5.690242 -1.364503 1.360319 137.957670
Elettra-Carroponte2024-4052_pt.jpg 10.020015 -64.896631 5.688588 -1.319307 1.427567 138.534655
Elettra-Carroponte2024-4053_pt.jpg 10.393123 -65.250819 5.687918 -1.274679 1.466843 139.153987
Elettra-Carroponte2024-4054_pt.jpg 10.774214 -65.605593 5.688536 -1.330783 1.404366 139.758794
Elettra-Carroponte2024-4055_pt.jpg 11.160219 -65.957968 5.690007 -1.294958 1.369590 140.339436
Elettra-Carroponte2024-4056_pt.jpg 11.551067 -66.309227 5.691307 -1.369492 1.333699 140.988281
Elettra-Carroponte2024-4057_pt.jpg 11.686937 -66.427390 5.693232 -1.419459 1.332638 141.188375
Elettra-Carroponte2024-4067_pt.jpg 11.801334 -66.526944 5.693796 -1.396703 1.324072 141.319910
Elettra-Carroponte2024-4068_pt.jpg 12.100870 -66.787259 5.695975 -1.409449 1.289481 141.797814
Elettra-Carroponte2024-4069_pt.jpg 12.421586 -67.060024 5.698584 -1.345382 1.363017 142.304092
Elettra-Carroponte2024-4070_pt.jpg 12.748135 -67.332372 5.701739 -1.416100 1.302504 142.797450
Elettra-Carroponte2024-4071_pt.jpg 13.075834 -67.601017 5.704717 -1.543861 1.167265 143.277800
Elettra-Carroponte2024-4072_pt.jpg 13.408336 -67.868874 5.709170 -1.612027 1.137153 143.769093
Elettra-Carroponte2024-4073_pt.jpg 13.736542 -68.128995 5.713526 -1.697156 1.004828 144.272575
Elettra-Carroponte2024-4074_pt.jpg 14.069373 -68.388532 5.716344 -1.652047 1.106677 144.755830
Elettra-Carroponte2024-4075_pt.jpg 14.405406 -68.647658 5.718789 -1.727283 0.989030 145.243745
Elettra-Carroponte2024-4076_pt.jpg 14.741928 -68.900220 5.720503 -1.692717 1.056055 145.732136
Elettra-Carroponte2024-4077_pt.jpg 15.085303 -69.154421 5.718334 -1.612852 1.113138 146.249880
Elettra-Carroponte2024-4078_pt.jpg 15.430537 -69.404020 5.715107 -1.603935 1.095772 146.757286
Elettra-Carroponte2024-4079_pt.jpg 15.774981 -69.648169 5.711910 -1.542264 1.152474 147.263026
Elettra-Carroponte2024-4080_pt.jpg 16.122075 -69.890629 5.710436 -1.480059 1.286019 147.726367
Elettra-Carroponte2024-4081_pt.jpg 16.469057 -70.128007 5.708007 -1.527375 1.174351 148.220724
Elettra-Carroponte2024-4082_pt.jpg 16.815866 -70.362369 5.706503 -1.496623 1.195337 148.711893
Elettra-Carroponte2024-4083_pt.jpg 17.168319 -70.595646 5.705469 -1.422878 1.336160 149.216779
Elettra-Carroponte2024-4084_pt.jpg 17.520300 -70.822511 5.704965 -1.423173 1.372444 149.686824
Elettra-Carroponte2024-4085_pt.jpg 17.880815 -71.051785 5.704352 -1.439650 1.306827 150.202283
Elettra-Carroponte2024-4086_pt.jpg 18.243026 -71.278997 5.704800 -1.475952 1.288423 150.701871
Elettra-Carroponte2024-4087_pt.jpg 18.603138 -71.500473 5.705109 -1.536736 1.133379 151.181416
Elettra-Carroponte2024-4088_pt.jpg 18.966873 -71.718758 5.706640 -1.551048 1.116564 151.683515
Elettra-Carroponte2024-4089_pt.jpg 19.337410 -71.935669 5.707017 -1.542145 1.188993 152.196488
Elettra-Carroponte2024-4090_pt.jpg 19.706018 -72.149693 5.706488 -1.603811 1.113087 152.641940
Elettra-Carroponte2024-4091_pt.jpg 20.067321 -72.354380 5.710745 -1.658162 0.999544 153.132217
Elettra-Carroponte2024-4092_pt.jpg 20.434968 -72.559324 5.712681 -1.638044 1.026736 153.644918
Elettra-Carroponte2024-4093_pt.jpg 20.806557 -72.760715 5.715665 -1.719234 0.913951 154.117456
Elettra-Carroponte2024-4094_pt.jpg 21.175312 -72.959290 5.717668 -1.714454 0.982606 154.601053
Elettra-Carroponte2024-4095_pt.jpg 21.541057 -73.150608 5.719688 -1.752073 0.978310 155.067616
Elettra-Carroponte2024-4096_pt.jpg 21.916075 -73.342892 5.719501 -1.767448 0.943550 155.560355
Elettra-Carroponte2024-4097_pt.jpg 22.296136 -73.529444 5.716145 -1.768877 1.031466 156.066145
Elettra-Carroponte2024-4098_pt.jpg 22.674790 -73.715562 5.711946 -1.711412 1.072267 156.602288
Elettra-Carroponte2024-4099_pt.jpg 23.055751 -73.897835 5.709254 -1.753351 0.970353 157.040500
Elettra-Carroponte2024-4100_pt.jpg 23.433440 -74.075789 5.703304 -1.630888 1.178739 157.557375
Elettra-Carroponte2024-4101_pt.jpg 23.814757 -74.249374 5.699775 -1.649037 1.184520 158.026948
Elettra-Carroponte2024-4102_pt.jpg 24.197657 -74.419341 5.695505 -1.587036 1.355759 158.517119
Elettra-Carroponte2024-4103_pt.jpg 24.581042 -74.587312 5.692126 -1.616209 1.203871 159.021550
Elettra-Carroponte2024-4104_pt.jpg 24.966771 -74.750422 5.689431 -1.570802 1.387870 159.516373
Elettra-Carroponte2024-4105_pt.jpg 25.361255 -74.913315 5.687676 -1.588653 1.304488 160.034803
Elettra-Carroponte2024-4106_pt.jpg 25.757846 -75.073821 5.685862 -1.654028 1.255481 160.527917
Elettra-Carroponte2024-4107_pt.jpg 26.154286 -75.231812 5.683641 -1.654161 1.263818 161.029086
Elettra-Carroponte2024-4108_pt.jpg 26.549721 -75.383332 5.681597 -1.678831 1.188421 161.532052
Elettra-Carroponte2024-4109_pt.jpg 26.946475 -75.532472 5.682351 -1.720042 1.035256 162.043587
Elettra-Carroponte2024-4110_pt.jpg 27.344978 -75.679214 5.682094 -1.736724 0.998660 162.544872
Elettra-Carroponte2024-4111_pt.jpg 27.741175 -75.822345 5.682715 -1.716734 1.078370 163.073727
Elettra-Carroponte2024-4112_pt.jpg 28.138905 -75.959512 5.683501 -1.795786 0.922806 163.546117
Elettra-Carroponte2024-4113_pt.jpg 28.533926 -76.092080 5.684208 -1.806698 0.883085 164.040180
Elettra-Carroponte2024-4114_pt.jpg 28.924417 -76.219614 5.685440 -1.852588 0.850623 164.504460
Elettra-Carroponte2024-4115_pt.jpg 29.323066 -76.348373 5.687244 -1.893388 0.704121 164.969930
Elettra-Carroponte2024-4116_pt.jpg 29.720017 -76.472101 5.688270 -1.906201 0.799600 165.441146
Elettra-Carroponte2024-4117_pt.jpg 30.114176 -76.592727 5.687026 -1.908305 0.654531 165.888354
Elettra-Carroponte2024-4118_pt.jpg 30.516500 -76.706628 5.684308 -1.968118 0.780764 166.310910
Elettra-Carroponte2024-4119_pt.jpg 30.917377 -76.821435 5.680868 -1.947306 0.674275 166.779676
Elettra-Carroponte2024-4120_pt.jpg 31.317924 -76.932485 5.676793 -1.911872 0.855486 167.266319
Elettra-Carroponte2024-4121_pt.jpg 31.718225 -77.039343 5.672271 -1.894485 0.805811 167.759277
Elettra-Carroponte2024-4122_pt.jpg 32.120062 -77.143594 5.668843 -1.893420 0.822134 168.240051
Elettra-Carroponte2024-4123_pt.jpg 32.521460 -77.243177 5.665117 -1.863588 0.807480 168.770094
Elettra-Carroponte2024-4124_pt.jpg 32.922577 -77.339715 5.661798 -1.858613 0.969955 169.228180
Elettra-Carroponte2024-4125_pt.jpg 33.323294 -77.433110 5.659705 -1.838665 0.812419 169.717711
Elettra-Carroponte2024-4126_pt.jpg 33.733616 -77.522822 5.659103 -1.839472 0.934486 170.247058
Elettra-Carroponte2024-4127_pt.jpg 36.481665 -78.047799 5.678157 -1.876934 0.165085 173.102345
Elettra-Carroponte2024-4128_pt.jpg 36.961476 -78.127474 5.682401 -1.862646 0.191634 173.708563
Elettra-Carroponte2024-4129_pt.jpg 37.441398 -78.200741 5.686311 -1.882523 0.209382 174.260062
Elettra-Carroponte2024-4130_pt.jpg 37.915847 -78.267928 5.691067 -1.897003 0.110182 174.842653
Elettra-Carroponte2024-4131_pt.jpg 38.395964 -78.330014 5.692819 -1.913614 0.036783 175.409391
Elettra-Carroponte2024-4132_pt.jpg 38.890908 -78.388301 5.690488 -1.881546 0.071768 176.019853
Elettra-Carroponte2024-4133_pt.jpg 39.401402 -78.441932 5.686780 -1.872279 0.041359 176.639689
Elettra-Carroponte2024-4134_pt.jpg 39.917430 -78.491644 5.681922 -1.844563 0.332252 177.260164
Elettra-Carroponte2024-4135_pt.jpg 40.434366 -78.536400 5.677178 -1.808892 0.307059 177.851044
Elettra-Carroponte2024-4136_pt.jpg 40.957040 -78.574642 5.675256 -1.813346 0.493023 178.480058
Elettra-Carroponte2024-4137_pt.jpg 41.500294 -78.608060 5.673026 -1.827689 0.526348 179.115062
Elettra-Carroponte2024-4138_pt.jpg 42.060047 -78.636048 5.672637 -1.768524 0.446970 179.843483
Elettra-Carroponte2024-4139_pt.jpg 42.617198 -78.656486 5.671858 -1.836965 0.510447 -179.515976
Elettra-Carroponte2024-4140_pt.jpg 43.173234 -78.670045 5.671605 -1.843211 0.297983 -178.866347
Elettra-Carroponte2024-4141_pt.jpg 43.725358 -78.679034 5.673168 -1.868065 0.270606 -178.206167
Elettra-Carroponte2024-4142_pt.jpg 44.276255 -78.681175 5.674993 -1.857375 0.119181 -177.537899
Elettra-Carroponte2024-4143_pt.jpg 44.832808 -78.676262 5.678240 -1.938717 0.357179 -176.874587
Elettra-Carroponte2024-4144_pt.jpg 45.386339 -78.665847 5.682482 -1.907333 -0.074384 -176.226396
Elettra-Carroponte2024-4145_pt.jpg 45.936732 -78.649020 5.685901 -1.926304 -0.001251 -175.572865
Elettra-Carroponte2024-4146_pt.jpg 46.488969 -78.626014 5.688051 -1.931587 -0.057537 -174.928345
Elettra-Carroponte2024-4147_pt.jpg 47.036128 -78.597409 5.690324 -1.971975 -0.020149 -174.300040
Elettra-Carroponte2024-4148_pt.jpg 47.586857 -78.562298 5.687606 -1.953959 0.050252 -173.626721
Elettra-Carroponte2024-4149_pt.jpg 48.138756 -78.521862 5.682992 -1.938699 0.015760 -173.007904
Elettra-Carroponte2024-4150_pt.jpg 48.686302 -78.474220 5.680099 -1.949575 0.148519 -172.370617
Elettra-Carroponte2024-4151_pt.jpg 49.236719 -78.420698 5.676151 -1.924557 0.195564 -171.700653
Elettra-Carroponte2024-4152_pt.jpg 49.782966 -78.359115 5.673950 -1.958410 0.230093 -171.050242
Elettra-Carroponte2024-4153_pt.jpg 50.332526 -78.291393 5.671965 -2.007064 0.395973 -170.419266
Elettra-Carroponte2024-4154_pt.jpg 50.880125 -78.218114 5.670798 -1.960894 0.196248 -169.801147
Elettra-Carroponte2024-4155_pt.jpg 51.435044 -78.137384 5.670240 -2.005659 0.154602 -169.155749
Elettra-Carroponte2024-4156_pt.jpg 51.975018 -78.053857 5.670765 -2.011275 0.157293 -168.506875
Elettra-Carroponte2024-4157_pt.jpg 52.483510 -77.970913 5.671429 -1.951602 0.091936 -167.870842
Elettra-Carroponte2024-4158_pt.jpg 52.993705 -77.880539 5.673952 -1.955453 -0.020756 -167.284275
Elettra-Carroponte2024-4159_pt.jpg 53.499737 -77.786271 5.677010 -1.951368 -0.129753 -166.703546
Elettra-Carroponte2024-4160_pt.jpg 53.901150 -77.708087 5.678634 -1.971027 -0.128220 -166.227009
Elettra-Carroponte2024-4161_pt.jpg 53.900885 -77.707958 5.678729 -1.876783 -0.368996 -166.170530
Elettra-Carroponte2024-4162_pt.jpg 53.963674 -77.695260 5.679886 -1.913792 -0.390602 -166.117318
Elettra-Carroponte2024-4163_pt.jpg 54.354874 -77.614981 5.681137 -1.921861 -0.391058 -165.658321
Elettra-Carroponte2024-4164_pt.jpg 54.840513 -77.511939 5.684117 -1.922550 -0.584673 -165.117032
Elettra-Carroponte2024-4165_pt.jpg 55.362647 -77.395618 5.685305 -1.919371 -0.543425 -164.505922
Elettra-Carroponte2024-4166_pt.jpg 55.915369 -77.262708 5.681947 -1.926801 -0.561583 -163.852619
Elettra-Carroponte2024-4167_pt.jpg 56.476163 -77.122952 5.678283 -1.977430 -0.410555 -163.204760
Elettra-Carroponte2024-4168_pt.jpg 57.079665 -76.963640 5.674586 -1.954617 -0.433628 -162.510000
Elettra-Carroponte2024-4170_pt.jpg 58.320790 -76.616478 5.664192 -2.071697 0.026447 -161.099545
Elettra-Carroponte2024-4171_pt.jpg 58.946685 -76.425906 5.658846 -1.794955 -0.331186 -160.243378
Elettra-Carroponte2024-4172_pt.jpg 59.571540 -76.225323 5.656500 -2.033741 -0.128714 -159.597769
Elettra-Carroponte2024-4173_pt.jpg 60.182217 -76.021289 5.653907 -1.897591 -0.326524 -158.815502
Elettra-Carroponte2024-4174_pt.jpg 60.793965 -75.811411 5.654546 -1.878079 -0.371433 -158.041888
Elettra-Carroponte2024-4175_pt.jpg 61.403467 -75.592180 5.654889 -1.866228 -0.496361 -157.331128
Elettra-Carroponte2024-4176_pt.jpg 62.007499 -75.367101 5.657194 -1.840958 -0.430967 -156.504540
Elettra-Carroponte2024-4177_pt.jpg 62.609196 -75.132363 5.661841 -1.773910 -0.656512 -155.806862
Elettra-Carroponte2024-4178_pt.jpg 63.207181 -74.886361 5.666038 -1.796592 -0.670458 -155.060259
Elettra-Carroponte2024-4179_pt.jpg 63.800490 -74.634115 5.668796 -1.810942 -0.736572 -154.350089
Elettra-Carroponte2024-4180_pt.jpg 64.396107 -74.368169 5.666900 -1.864377 -0.731683 -153.582032
Elettra-Carroponte2024-4181_pt.jpg 64.989483 -74.100444 5.663171 -1.800355 -0.759397 -152.847981
Elettra-Carroponte2024-4182_pt.jpg 65.578886 -73.821442 5.660477 -1.873023 -0.630013 -152.082475
Elettra-Carroponte2024-4183_pt.jpg 66.162983 -73.535249 5.656604 -1.949681 -0.493589 -151.322564
Elettra-Carroponte2024-4184_pt.jpg 66.744699 -73.241115 5.653759 -1.923398 -0.581175 -150.580470
Elettra-Carroponte2024-4185_pt.jpg 67.330419 -72.935745 5.652453 -1.987240 -0.500672 -149.812710
Elettra-Carroponte2024-4186_pt.jpg 67.908967 -72.625906 5.653459 -1.940390 -0.599242 -149.090573
Elettra-Carroponte2024-4187_pt.jpg 68.488239 -72.306753 5.653841 -1.908432 -0.661809 -148.342913
Elettra-Carroponte2024-4188_pt.jpg 69.061084 -71.981764 5.657350 -1.850437 -0.744660 -147.599252
Elettra-Carroponte2024-4189_pt.jpg 69.627500 -71.650935 5.659483 -1.774574 -0.872198 -146.874993
Elettra-Carroponte2024-4190_pt.jpg 70.189668 -71.311829 5.662052 -1.765044 -0.895903 -146.107841
Elettra-Carroponte2024-4191_pt.jpg 70.742977 -70.968521 5.665391 -1.731367 -0.940613 -145.358413
Elettra-Carroponte2024-4192_pt.jpg 71.292356 -70.618433 5.667355 -1.668541 -1.032440 -144.587705
Elettra-Carroponte2024-4193_pt.jpg 71.837732 -70.257949 5.664260 -1.584351 -1.086242 -143.806407
Elettra-Carroponte2024-4194_pt.jpg 72.376573 -69.889033 5.659394 -1.922716 -0.933283 -142.248871
Elettra-Carroponte2024-4195_pt.jpg 72.916094 -69.512261 5.654800 -1.860323 -0.666451 -141.318103
Elettra-Carroponte2024-4196_pt.jpg 73.444699 -69.131209 5.651345 -1.809559 -0.720014 -140.532451
Elettra-Carroponte2024-4197_pt.jpg 73.969951 -68.739891 5.649122 -1.752287 -0.771862 -139.749834
Elettra-Carroponte2024-4198_pt.jpg 74.494258 -68.339089 5.648397 -1.687855 -0.852400 -138.952838
Elettra-Carroponte2024-4199_pt.jpg 75.005598 -67.940231 5.647110 -1.663475 -0.924669 -138.222743
Elettra-Carroponte2024-4200_pt.jpg 75.517406 -67.530918 5.649299 -1.697837 -0.913056 -137.488718
Elettra-Carroponte2024-4201_pt.jpg 76.021291 -67.116128 5.651101 -1.602088 -0.973939 -136.688958
Elettra-Carroponte2024-4202_pt.jpg 76.515737 -66.696788 5.655053 -1.427499 -1.198641 -135.945388
Elettra-Carroponte2024-4203_pt.jpg 77.006556 -66.270786 5.657716 -1.383555 -1.268422 -135.216788
Elettra-Carroponte2024-4204_pt.jpg 77.490510 -65.840033 5.661496 -1.360752 -1.294092 -134.471494
Elettra-Carroponte2024-4205_pt.jpg 77.987534 -65.386186 5.664198 -1.122201 -1.490952 -133.664541
Elettra-Carroponte2024-4206_pt.jpg 78.486112 -64.915789 5.661539 -1.376211 -1.270682 -132.868440
Elettra-Carroponte2024-4207_pt.jpg 78.973508 -64.438005 5.656996 -1.484400 -1.201302 -132.070097
Elettra-Carroponte2024-4208_pt.jpg 79.460404 -63.948362 5.652882 -1.512633 -1.190737 -131.276324
Elettra-Carroponte2024-4209_pt.jpg 79.938132 -63.453668 5.648330 -1.642387 -1.061135 -130.426272
Elettra-Carroponte2024-4210_pt.jpg 80.403291 -62.958715 5.644027 -1.521079 -1.131493 -129.594530
Elettra-Carroponte2024-4211_pt.jpg 80.873482 -62.446166 5.642988 -1.497945 -1.143941 -128.738500
Elettra-Carroponte2024-4212_pt.jpg 81.336142 -61.925306 5.642601 -1.547881 -1.158040 -127.941745
Elettra-Carroponte2024-4213_pt.jpg 81.784796 -61.409065 5.642890 -1.535341 -1.188338 -127.145083
Elettra-Carroponte2024-4214_pt.jpg 82.229415 -60.881854 5.644432 -1.445378 -1.295375 -126.351454
Elettra-Carroponte2024-4215_pt.jpg 82.667842 -60.348862 5.647738 -1.322276 -1.422646 -125.566506
Elettra-Carroponte2024-4216_pt.jpg 83.087840 -59.823740 5.651275 -1.251181 -1.484270 -124.801973
Elettra-Carroponte2024-4217_pt.jpg 83.502905 -59.289333 5.654337 -1.143533 -1.567487 -124.026736
Elettra-Carroponte2024-4218_pt.jpg 83.911489 -58.749269 5.657381 -1.240936 -1.573533 -123.319222
Elettra-Carroponte2024-4219_pt.jpg 84.310828 -58.205282 5.653701 -1.146113 -1.591152 -122.548641
Elettra-Carroponte2024-4220_pt.jpg 84.705720 -57.653664 5.648636 -1.359720 -1.417565 -121.753955
Elettra-Carroponte2024-4221_pt.jpg 85.091417 -57.098478 5.642428 -1.451271 -1.380391 -121.030314
Elettra-Carroponte2024-4222_pt.jpg 85.470004 -56.536722 5.639170 -1.478680 -1.388766 -120.235935
Elettra-Carroponte2024-4223_pt.jpg 85.844171 -55.956556 5.636839 -1.435813 -1.405520 -119.413585
Elettra-Carroponte2024-4224_pt.jpg 86.231573 -55.348015 5.635750 -1.442284 -1.419160 -118.609528
Elettra-Carroponte2024-4225_pt.jpg 86.606993 -54.735878 5.637329 -1.350850 -1.463212 -117.737901
Elettra-Carroponte2024-4227_pt.jpg 87.356695 -53.500414 5.620956 -1.128817 -1.211884 -116.224466
Elettra-Carroponte2024-4229_pt.jpg 87.631766 -53.010795 5.624011 -0.831394 -1.341551 -115.555697
Elettra-Carroponte2024-4230_pt.jpg 87.853871 -52.606508 5.626768 -0.876257 -1.399075 -115.048070
Elettra-Carroponte2024-4231_pt.jpg 88.107177 -52.130890 5.630087 -0.926137 -1.429808 -114.447631
Elettra-Carroponte2024-4232_pt.jpg 88.376852 -51.611237 5.630795 -0.799670 -1.455497 -113.724180
Elettra-Carroponte2024-4233_pt.jpg 88.644598 -51.085172 5.629107 -0.716963 -1.539721 -113.089218
Elettra-Carroponte2024-4234_pt.jpg 88.905012 -50.554390 5.625066 -0.769413 -1.456882 -112.354669
Elettra-Carroponte2024-4235_pt.jpg 89.159570 -50.021139 5.619672 -0.938519 -1.368365 -111.697396
Elettra-Carroponte2024-4236_pt.jpg 89.403792 -49.486492 5.615543 -0.958940 -1.328825 -110.978754
Elettra-Carroponte2024-4237_pt.jpg 89.644418 -48.951734 5.610824 -1.038626 -1.297982 -110.291573
Elettra-Carroponte2024-4238_pt.jpg 89.884351 -48.393962 5.606294 -1.062386 -1.294781 -109.517331
Elettra-Carroponte2024-4239_pt.jpg 90.127296 -47.818220 5.604531 -1.001567 -1.310752 -108.798115
Elettra-Carroponte2024-4240_pt.jpg 90.367707 -47.213062 5.602751 -1.096177 -1.353746 -108.036968
Elettra-Carroponte2024-4241_pt.jpg 90.602452 -46.588026 5.601969 -0.890536 -1.395600 -107.192594
Elettra-Carroponte2024-4242_pt.jpg 90.845605 -45.920445 5.603377 -0.767749 -1.433452 -106.329686
Elettra-Carroponte2024-4243_pt.jpg 91.080337 -45.240331 5.605829 -0.714617 -1.499934 -105.472726
Elettra-Carroponte2024-4244_pt.jpg 91.299252 -44.581980 5.608783 -0.765855 -1.542501 -104.658646
Elettra-Carroponte2024-4245_pt.jpg 91.512856 -43.923108 5.612805 -0.669736 -1.560990 -103.854362
Elettra-Carroponte2024-4246_pt.jpg 91.711567 -43.270841 5.613475 -0.501025 -1.589521 -103.142931
Elettra-Carroponte2024-4247_pt.jpg 91.898993 -42.612622 5.607690 -0.619753 -1.548314 -102.343424
Elettra-Carroponte2024-4248_pt.jpg 92.076045 -41.938278 5.603040 -0.734209 -1.589710 -101.595169
Elettra-Carroponte2024-4249_pt.jpg 92.243565 -41.276732 5.598074 -0.636015 -1.592768 -100.803836
Elettra-Carroponte2024-4250_pt.jpg 92.405581 -40.596985 5.592534 -0.572750 -1.587036 -99.941548
Elettra-Carroponte2024-4251_pt.jpg 92.563036 -39.904653 5.589869 -0.723717 -1.599045 -99.148763
Elettra-Carroponte2024-4252_pt.jpg 92.713749 -39.219003 5.587544 -0.675152 -1.594882 -98.345336
Elettra-Carroponte2024-4253_pt.jpg 92.853532 -38.532385 5.587258 -0.880173 -1.634295 -97.592578
Elettra-Carroponte2024-4254_pt.jpg 92.980959 -37.852512 5.589222 -0.527647 -1.656858 -96.767626
Elettra-Carroponte2024-4255_pt.jpg 93.099934 -37.175498 5.588791 -0.351695 -1.661826 -95.957028
Elettra-Carroponte2024-4256_pt.jpg 93.211112 -36.502868 5.589846 -0.326005 -1.611546 -95.173732
Elettra-Carroponte2024-4257_pt.jpg 93.314035 -35.815372 5.593922 -0.348562 -1.652697 -94.425944
Elettra-Carroponte2024-4258_pt.jpg 93.407728 -35.129256 5.593605 -0.410949 -1.649574 -93.669449
Elettra-Carroponte2024-4259_pt.jpg 93.490494 -34.432432 5.592090 -0.419024 -1.565707 -92.818305
Elettra-Carroponte2024-4260_pt.jpg 93.560889 -33.730192 5.586510 -0.419502 -1.640349 -92.054247
Elettra-Carroponte2024-4261_pt.jpg 93.624054 -33.035191 5.580617 -0.376003 -1.580288 -91.229979
Elettra-Carroponte2024-4262_pt.jpg 93.673867 -32.331500 5.576895 -0.319365 -1.573919 -90.372565
Elettra-Carroponte2024-4263_pt.jpg 93.716514 -31.628395 5.575127 -0.482783 -1.564943 -89.603394
Elettra-Carroponte2024-4264_pt.jpg 93.747967 -30.923771 5.574198 -0.458793 -1.629731 -88.793988
Elettra-Carroponte2024-4265_pt.jpg 93.770810 -30.209247 5.573762 -0.404522 -1.623912 -87.972933
Elettra-Carroponte2024-4266_pt.jpg 93.778708 -29.508281 5.574720 -0.305441 -1.687237 -87.142720
Elettra-Carroponte2024-4267_pt.jpg 93.781294 -28.814284 5.578769 -0.155971 -1.694450 -86.386528
Elettra-Carroponte2024-4268_pt.jpg 93.772623 -28.113164 5.584270 -0.219418 -1.725067 -85.555318
Elettra-Carroponte2024-4269_pt.jpg 93.755473 -27.414839 5.588578 0.076877 -1.740030 -84.761278
Elettra-Carroponte2024-4270_pt.jpg 93.729912 -26.724988 5.592141 0.306537 -1.699881 -83.962806
Elettra-Carroponte2024-4271_pt.jpg 93.694365 -26.018131 5.594881 0.198312 -1.729427 -83.084220
Elettra-Carroponte2024-4272_pt.jpg 93.644395 -25.314407 5.593100 0.358210 -1.728566 -82.297689
Elettra-Carroponte2024-4273_pt.jpg 93.581451 -24.600228 5.589923 0.091961 -1.778335 -81.463411
Elettra-Carroponte2024-4274_pt.jpg 93.512089 -23.890772 5.586996 -0.022510 -1.770146 -80.618872
