#Image,X,Y,Z,Omega,Phi,Kappa,SigmaHoriz,SigmaVert
Elettra-Carroponte2024-4406_pt.jpg,33.24882388162501,19.19334036366765,5.6635546727272725,-1.483183,-0.028753,15.324948189521336,2.0,0.5
Elettra-Carroponte2024-4407_pt.jpg,32.93759825848397,19.121668983019013,5.6635546727272725,-1.483183,-0.028753,15.69459691425331,1.0,0.3
Elettra-Carroponte2024-4408_pt.jpg,32.09666611947903,18.91739671761934,5.6635546727272725,-1.483183,-0.028753,16.6962150309636,2.0,0.5
Elettra-Carroponte2024-4409_pt.jpg,31.259429546101096,18.69846992387012,5.6635546727272725,-1.483183,-0.028753,17.697813408584437,2.0,0.5
Elettra-Carroponte2024-4410_pt.jpg,30.426143895203317,18.464955374364543,5.6635546727272725,-1.483183,-0.028753,18.69939175512218,2.0,0.5
Elettra-Carroponte2024-4411_pt.jpg,29.59706331860889,18.21692429095603,5.6635546727272725,-1.483183,-0.028753,19.7009497847622,2.0,0.5
Elettra-Carroponte2024-4412_pt.jpg,28.772440685594887,17.954452323035653,5.6635546727272725,-1.483183,-0.028753,20.702487217955365,2.0,0.5
Elettra-Carroponte2024-4413_pt.jpg,27.952527505767193,17.677619524459033,5.6635546727272725,-1.483183,-0.028753,21.70400378150279,2.0,0.5
Elettra-Carroponte2024-4414_pt.jpg,27.137573852350144,17.386510329129948,5.6635546727272725,-1.483183,-0.028753,22.70549920863857,2.0,0.5
Elettra-Carroponte2024-4415_pt.jpg,26.327828285914343,17.081213525248074,5.6635546727272725,-1.483183,-0.028753,23.706973239110255,2.0,0.5
Elettra-Carroponte2024-4416_pt.jpg,25.5235377785657,16.76182222822856,5.6635546727272725,-1.483183,-0.028753,24.708425619257355,2.0,0.5
Elettra-Carroponte2024-4417_pt.jpg,24.724947638619106,16.428433852301893,5.6635546727272725,-1.483183,-0.028753,25.70985610208791,1.0,0.3
Elettra-Carroponte2024-4418_pt.jpg,23.845181926625468,16.041969023781107,5.6635546727272725,-1.483183,-0.028753,26.8218009666615,2.0,0.5
Elettra-Carroponte2024-4419_pt.jpg,22.973075576478237,15.63851730954984,5.6635546727272725,-1.483183,-0.028753,27.933718217844188,2.0,0.5
Elettra-Carroponte2024-4420_pt.jpg,22.10895654099422,15.218230426340924,5.6635546727272725,-1.483183,-0.028753,29.045607547052327,2.0,0.5
Elettra-Carroponte2024-4421_pt.jpg,21.25314976938599,14.78126642169891,5.6635546727272725,-1.483183,-0.028753,30.157468656293986,2.0,0.5
Elettra-Carroponte2024-4422_pt.jpg,20.40597708506576,14.32778961454676,5.6635546727272725,-1.483183,-0.028753,31.269301258278716,2.0,0.5
